bad_name,main_group,good_name,full_name,sex,notes
Baby Jink 2014 ,Noha,Baby Jink 2014,Baby Jink 2014,,
baby Jink 2014,Noha,Baby Jink 2014,Baby Jink 2014,,
Jia ,Noha,Jia,Jiamusi,M,
Jiam,Noha,Jia,Jiamusi,M,
Jink ,Noha,Jink,Jinka,F,
jink,Noha,Jink,Jinka,,
Jink.,Noha,Jink,Jinka,F,
Jix ,Noha,Jix,Jixi,M,
Joha ,Noha,Joha,Johannesburg,F,
Johan,Noha,Joha,Johannesburg,F,
Joh,Noha,Joha,Johannesburg,F,
Jixi,Noha,Jix,Jixi,M,
Jixi ,Noha,Jix,Jixi,M,
JL (LittleBlind),Baie Dankie,LBlind,Little blind/JL,F,
JM (Bingo),Baie Dankie,Bin/Kom,Bingo/JM,M,
Ju,Noha,Jun,Juneau,M,
Unw ,Baie Dankie,Unw,Unwavo,M,
unw,Baie Dankie,Unw,Unwavo,M,
Juneau,Noha,Jun,Juneau,M,
Jun ,Noha,Jun,Juneau,M,
Kai,Baie Dankie,Kaik,Kaiki,F,
Kie ,Baie Dankie,Kie,Kies,M,
Kies,Baie Dankie,Kie,Kies,M,
Kai,Baie Dankie,Kaik,Kaiki,F,
Kaik ,Baie Dankie,Kaik,Kaiki,F,
Ki,Baie Dankie,,,,Kies or Kilimanjaro
Ki ,Baie Dankie,,,,Kies or Kilimanjaro
Kie,Baie Dankie,Kie,Kies,M,good one
Koni ,Baie Dankie,Koni,Koninging,F,
Kon,Baie Dankie,Koni,Koninging,F,
Lau,Noha,,,,Laurel or Lausanne?
Lblind,Baie Dankie,LBlind,Little blind/JL,F,
Lblind  ,Baie Dankie,Lblind,Little blind/JL,F,
Lblind  ,Baie Dankie,LBlind,Little blind/JL,F,Lbli
L-blind,Baie Dankie,LBlind,Little blind/JL,F,
Lboks,Baie Dankie,Gese,,,Gese or Lboks?
LBoks,Baie Dankie,Gese,Gesels (Little boks/JG),,Gese or Lboks?
Le,Baie Dankie,,,,"Lekker, Lefty, or Lennon?"
Lekker,Baie Dankie,Lek,Lekker,M,
 Lek,Baie Dankie,Lek,Lekker,M,
Lek ,Baie Dankie,Lek,Lekker,M,
Lek,Baie Dankie,Lek,Lekker,M,
Hasie,Baie Dankie,Has,Hasie,F,
Baby Heer 2015,Baie Dankie,Has,Hasie,F,
Has ,Baie Dankie,Has,Hasie,F,
Hasie,Baie Dankie,Has,Hasie,F,
 Has,Baie Dankie,Has,Hasie,F,
Lha,Noha,Lhas,Lhassa,F,
Lha ,Noha,Lhas,Lhassa,F,
Lhas ,Noha,Lhas,Lhassa,F,
Lhas.,Noha,Lhas,Lhassa,F,
Lhass,Noha,Lhas,Lhassa,F,
Lhassa,Noha,Lhas,Lhassa,F,
 Lhas,Noha,Lhas,Lhassa,F,
Lhg,Noha,,,,
Lim,Noha,Lima,Lima,F,
Lim,Noha,Lima,Lima,F,
Laus ,Noha,Laus,Lausanne,F,
Lau,Noha,Laus,Lausanne,F,
Baby Lima 2019 ,Noha,Baby Lima 2019,Baby Lima 2019,,
baby Lima 2019,Noha,Baby Lima 2019,Baby Lima 2019,,
Baby Lima 2018 ,Noha,Baby Lima 2018,Baby Lima 2018,,
baby Lima 2018,Noha,Baby Lima 2018,Baby Lima 2018,,
lima,Noha,Lima,Lima,F,
Lima ,Noha,Lima,Lima,F,
Baby Lblind 2017 ,Baie Dankie,Baby Lblind 2017,Baby Lblind 2017,,
Baby LBlind 2017 ,Baie Dankie,Baby Lblind 2017,Baby Lblind 2017,,
Lewe ,Baie Dankie,Lewe,Lewe,F,
Lewe,Baie Dankie,Lewe,Lewe,F,
Baby Lblind 2018,Baie Dankie,Lewe,Lewe,F,
Baby LBlind 2018,Baie Dankie,Lewe,Lewe,F,
Littleblind,Baie Dankie,LBlind,Little blind/JL,F,
Little Blind,Baie Dankie,LBlind,Little blind/JL,F,Lbli should be name code
Little Skollie,Noha,Lskol,Little skollie,M,different groups
LittleSkollie,Baie Dankie,Lskol,Little skollie,M,different groups
LittleSkollie ,Baie Dankie,Lskol,Little skollie,M,different groups
LittleSkollie#,Baie Dankie,Lskol,Little skollie,M,different groups
Lo,Noha,,,,Lome or Louis
Lom,Noha,Lom,Lome,M,
Lom.,Noha,Lom,Lome,M,
Lome,Noha,Lom,Lome,M,
Lskol ,Noha,Lskol,Little skollie,M,
LSkol,Noha,Lskol,Little skollie,M,
LSkol ,Noha,Lskol,Little skollie,M,
Lskollie,Baie Dankie,Lskol,Little skollie,M,
M10,Noha,Neu,Neuchatel (M10),M,
M30,Noha,Bab,,,
Mad ,Baie Dankie,,,,Madonna or Madagascar?
Madagascar,Baie Dankie,Mad,Madagascar,M,Madagascar migrated into BD from Crossing!
Mee ,Baie Dankie,Mee,Meerkat,M,
 Meerkat ,Baie Dankie,Mee,Meerkat,M,"same, Meerkat, male Mee"
 Mee,Baie Dankie,Mee,Meerkat,M,
Meerkat ,Baie Dankie,Mee,Meerkat,M,"same, Meerkat, male Mee"
 Mevr,Baie Dankie,Mevr,Mevrou,F,
Mevrou,Baie Dankie,Mevr,Mevrou,F,
Mevr ,Baie Dankie,Mevr,Mevrou,F,
mevr,Baie Dankie,Mevr,Mevrou,F,"Mevr, female "
Mi,Noha,,,,Milano or Mississipi?
Mi ,Noha,,,,Milano or Mississipi?
 Miel,Baie Dankie,Miel,Mielies,F,
Mie,Baie Dankie,Miel,Mielies,F,
Miel ,Baie Dankie,Miel,Mielies,F,Mieles is Miel
Mielies,Baie Dankie,Miel,Mielies,F,
miel,Baie Dankie,Miel,Mielies,F,
miel ,Baie Dankie,Miel,Mielies,F,
Mil ,Baie Dankie,Mil,Milano,M,
 Mil,Baie Dankie,Mil,Milano,M,
mil,Baie Dankie,Mil,Milano,M,
New Male,Baie Dankie,New male,New Male,M,
Milano,Baie Dankie,Mil,Milano,M,
Moo,Baie Dankie,Mooi,Mooi,F,
Moo ,Baie Dankie,Mooi,Mooi,F,
Mooi ,Baie Dankie,Mooi,Mooi,F,
 Mooi,Baie Dankie,Mooi,Mooi,F,
Mvula,Baie Dankie,Mvu,Mvula,M,
Mvu ,Baie Dankie,Mvu,Mvula,M,
 Mvu,Baie Dankie,Mvu,Mvula,M,
Moo ,Baie Dankie,Mooi,Mooi,F,
mooi ,Baie Dankie,Mooi,Mooi,F,
Moo,Baie Dankie,Mooi,Mooi,F,
Mooi  ,Baie Dankie,Mooi,Mooi,F,
Nam,Baie Dankie,Namn,Nam nam,F,
Nam ,Baie Dankie,Namn,Nam nam,F,
Namn ,Baie Dankie,Namn,Nam nam,F,
neuchatel,Baie Dankie,Neu,Neuchatel (M10),M,
 Neu ,Baie Dankie,Neu,Neuchatel (M10),M,
Neu.,Baie Dankie,Neu,Neuchatel (M10),M,
Neu ,Baie Dankie,Neu,Neuchatel (M10),M,
new male,Baie Dankie,,,,
New male,Baie Dankie,,,,
New male mustache,Baie Dankie,,,,
New male mustache+scar,Baie Dankie,,,,
New male with angry brow,Baie Dankie,,,,
Newmald,Noha,,,,
newton,Baie Dankie,New,Newton,M,
Newton,Baie Dankie,New,Newton,M,
Newton ,Baie Dankie,New,Newton,M,
Nie,Baie Dankie,Nies,Niese,F,
Nie ,Baie Dankie,Nies,Niese,F,
 Nies,Baie Dankie,Nies,Niese,F,"Nies, it was a female Niese"
Nies ,Baie Dankie,Nies,Niese,F,
no,Baie Dankie,,,,Noah or Noktober
No,Baie Dankie,,,,Noah or Noktober
Nok ,Baie Dankie,Nok,Noktober,M,
Noktober,Baie Dankie,Nok,Noktober,M,
 Nok,Baie Dankie,Nok,Noktober,M,
nooi ,Baie Dankie,Nooi,Nooiens,F,
 Noo,Baie Dankie,Nooi,Nooiens,F,"Nooi, female"
 Nooi,Baie Dankie,Nooi,Nooiens,F,"Nooi, female"
Nooi ,Baie Dankie,Nooi,Nooiens,F,"Nooi, female"
Noo,Baie Dankie,Nooi,Nooiens,F,"Nooi, female"
Nirt ,Baie Dankie,Nirt,Nirtjies,F,
Nirtj,Baie Dankie,Nirt,Nirtjies,F,
Baby Numb 2014,Baie Dankie,Nooi,Nooi,F,
Baby Numb 2019 ,Baie Dankie,Baby Numb 2019,Baby Numb 2019,unk,
 nooi,Baie Dankie,Nooi,Nooiens,F,"Nooi, female"
Nooiens ,Baie Dankie,Nooi,Nooiens,F,
Nu,Baie Dankie,,,,
Numb ,Baie Dankie,Numb,Numbies,F,
Num,Baie Dankie,Numb,Numbies,F,
Num,Baie Dankie,Numb,Numbies,F,
 Numb,Baie Dankie,Numb,Numbies,F,
numb,Baie Dankie,Numb,Numbies,F,Numb
Nur,Baie Dankie,Nurk,Nurks,F,
Nurks,Baie Dankie,Nurk,Nurks,F,Nurk
 Nurk,Baie Dankie,Nurk,Nurks,F,Nurk
 nurk,Baie Dankie,Nurk,Nurks,F,
Baby Nurk 2018 ,Baie Dankie,Baby Nurk 2018,Baby Nurk 2018,,
baby Nurk 2018,Baie Dankie,Baby Nurk 2018,Baby Nurk 2018,,
Naa,Baie Dankie,Naal,Naaldekoker,F,
Naal ,Baie Dankie,Naal,Naaldekoker,F,
Baby Nurk 2018 ,Baie Dankie,Baby Nurk 2018,Baby Nurk 2018,unk,
baby Nurk 2018,Baie Dankie,Baby Nurk 2018,Baby Nurk 2018,unk,
Nucl ,Baie Dankie,Nucl,Nuclides,F,
Nucl ,Baie Dankie,Nucl,Nuclides,F,
nurks,Baie Dankie,Nurk,Nurks,F,
Nurk ,Baie Dankie,Nurk,Nurks,F,Nurk
Obe ,Baie Dankie,Obe,Obelisk,M,Obe should be
 Obe,Baie Dankie,Obe,Obelisk,M,
obe,Baie Dankie,Obe,Obelisk,M,
obelisk ,Baie Dankie,Obe,Obelisk,M,
Obelisk ,Baie Dankie,Obe,Obelisk,M,
Ogi ,Baie Dankie,Ogi,Ogies,M,
Og,Baie Dankie,Ogi,Ogies,M,
 Ogi,Baie Dankie,Ogi,Ogies,M,
Ogies,Baie Dankie,Ogi,Ogies,M,
Ok,Baie Dankie,,,,Oku or Oka?
On,Baie Dankie,Onb,Onbeskof,M,Onb
 Onb,Baie Dankie,Onb,Onbeskof,M,
Onb ,Baie Dankie,Onb,Onbeskof,M,
Oo,Baie Dankie,Oom,Oom,M,or Oort(U)
 Ouli,Baie Dankie,Ouli,Oulik,F,
Oul,Baie Dankie,Ouli,Oulik,F,
Oul ,Baie Dankie,Ouli,Oulik,F,
 Ouli ,Baie Dankie,Ouli,Oulik,F,
Ouli ,Baie Dankie,Ouli,Oulik,F,Ouli
ouli,Baie Dankie,Ouli,Oulik,F,Ouli
 Ouli ,Baie Dankie,Ouli,Oulik,F,
Pa,Baie Dankie,,,,Pale/Papsak/Pat Lansky or female?
Pale,Baie Dankie,Pal,Pale,M,
 pal,Baie Dankie,Pal,Pale,M,
Pal ,Baie Dankie,Pal,Pale,M,
 Pal,Baie Dankie,Pal,Pale,M,
 Pale,Baie Dankie,Pal,Pale,M,
pal,Baie Dankie,Pal,Pale,M,"Pal, second group after first migration is BD"
pale,Baie Dankie,Pal,Pale,M,"Pal, second group after first migration is BD"
Pan,Baie Dankie,Pann,Pannekoekie,F,
Pan ,Baie Dankie,Pann,Pannekoekie,F,Pann
pann,Baie Dankie,Pann,Pannekoekie,F,
 Pann ,Baie Dankie,Pann,Pannekoekie,F,
Pann ,Baie Dankie,Pann,Pannekoekie,F,
Paps,Baie Dankie,Pap,Papsak,M,
Pap ,Baie Dankie,Pap,Papsak,M,
Papsak,Baie Dankie,Pap,Papsak,M,
Baby Pann 2014 ,Baie Dankie,Baby Pann 2014,Baby Pann 2014,unk,
Baby Pann 2015 ,Baie Dankie,Baby Pann 2015,Baby Pann 2015,unk,
Baby Pann 2019 ,Baie Dankie,Baby Pann 2019,Baby Pann 2015,unk,
Pan,Baie Dankie,Pann,Pannekoekie,F,
Spam ,Baie Dankie,Spam,Spampounkoeki,F,
Spa,Baie Dankie,Spam,Spampounkoeki,F,
 Pann ,Baie Dankie,Pann,Pannekoekie,F,
pann,Baie Dankie,Pann,Pannekoekie,F,
 Pari,Noha,Pari,Paris,F,
Paris,Noha,Pari,Paris,F,
Par,Noha,Pari,Paris,F,
Par ,Noha,Pari,Paris,F,
Pari.,Noha,Pari,Paris,F,
Pari ,Noha,Pari,Paris,F,
Pi,Baie Dankie,,,,Pik(M) or Pikito(M) or Pia(U)
Pi ,Baie Dankie,,,,Pik(M) or Pikito(M) or Pia(U)
pie,Baie Dankie,Piep,Pieperig,F,
Pie,Baie Dankie,Piep,Pieperig,F,Piep
piep,Baie Dankie,Piep,Pieperig,F,
 piep,Baie Dankie,Piep,Pieperig,F,
piep ,Baie Dankie,Piep,Pieperig,F,
 Piep ,Baie Dankie,Piep,Pieperig,F,
Piep ,Baie Dankie,Piep,Pieperig,F,
Pik,Baie Dankie,,,,Pik(M) or Pikito(M)
Ples ,Baie Dankie,Ples,Plesier,F,
 Ples,Baie Dankie,Ples,Plesier,F,
Plesier ,Baie Dankie,Ples,Plesier,F,
Po,Baie Dankie,,,,Poi(U) or Pol(U)
Po.,Noha,,,,Poi(U) or Pol(U)
 Poe ,Baie Dankie,Poe,Poeding,M,Poe
Poe ,Baie Dankie,Poe,Poeding,M,Poe
poe ,Baie Dankie,Poe,Poeding,M,Poe
 Poe,Baie Dankie,Poe,Poeding,M,Poe
Puol ,Baie Dankie,Puol,Puol,F,
 Puol,Baie Dankie,Puol,Puol,F,
polk,Baie Dankie,Puol,Puol,F,
Pixs,Baie Dankie,Pix,Pixsel,M,
Poff ,Baie Dankie,Poff,Poffertjie,F,
Pof,Baie Dankie,Poff,Poffertjie,F,
Baby Potj 2019 ,Baie Dankie,Baby Potj 2019,Baby Potj 2019,unk,
Baby Potj 2019 ,Baie Dankie,Baby Potj 2019,Baby Potj 2019,unk,
Pix ,Baie Dankie,Pix,Pixsel,M,
polka,Baie Dankie,Puol,Puol,F,
Polka,Baie Dankie,Puol,Puol,F,
Potjie,Baie Dankie,Potj,Potjie,F,
Pot,Baie Dankie,Potj,Potjie,F,Potj
Potjie ,Baie Dankie,Potj,Potjie,F,
 Potj ,Baie Dankie,Potj,Potjie,F,
 Potj,Baie Dankie,Potj,Potjie,F,
Potj ,Baie Dankie,Potj,Potjie,F,
prai,Noha,Prai,Praia,,
Prai ,Noha,Prai,Praia,F,
Praia ,Noha,Prai,Praia,F,
pre,Noha,Pret,Pretoria,F,
Pre,Noha,Pret,Pretoria,F,
Pre ,Noha,Pret,Pretoria,F,
 Pret,Noha,Pret,Pretoria,F,
Pret ,Noha,Pret,Pretoria,F,
Preto,Noha,Pret,Pretoria,F,
 Pret ,Noha,Pret,Pretoria,F,
Baby Pret 2019 ,Noha,Baby Pret 2019,Baby Pret 2019,,
baby Pret 2019,Noha,Baby Pret 2019,Baby Pret 2019,,
Pret.,Noha,Pret,Pretoria,F,
Preto,Noha,Pret,Pretoria,F,
prin,Baie Dankie,Prin,Prinses,F,
Pri ,Baie Dankie,Prin,Prinses,F,Prin the good one
 Prin,Baie Dankie,Prin,Prinses,F,
Pri,Baie Dankie,Prin,Prinses,F,
Prin ,Baie Dankie,Prin,Prinses,F,
Pri,Baie Dankie,Prin,Prinses,F,
prin ,Baie Dankie,Prin,Prinses,F,
Propiano,Noha,Pro,Propiano,M,
Pro ,Noha,Pro,Propiano,M,
Prob Auc,Baie Dankie,Auc,,,
Prob Sty,Noha,Sty,,,
Prqi,Noha,Prai,,,
Pru ,Noha,Pru,Pruszkow,M,
Prus,Noha,Pru,Pruszkow,M,
pru,Noha,Pru,Pruszkow,M,
Pu,Noha,Pue,Puerto,M,
Puer,Noha,Pue,Puerto,M,
Puerto,Noha,Pue,Puerto,M,
Pue ,Noha,Pue,Puerto,M,
Qu,Noha,Qui,Quito/Santiago,M,3 groups for Quito?
Ra,Baie Dankie,Rak,Rakker,M,or Rate(U)
 Rak,Baie Dankie,Rak,Rakker,M,
Rak ,Baie Dankie,Rak,Rakker,M,
rede,Baie Dankie,Rede,Redelik,F,
 Redelik ,Baie Dankie,Rede,Redelik,F,
rede ,Baie Dankie,Rede,Redelik,F,
Rede ,Baie Dankie,Rede,Redelik,F,Rede is Redelik
 Rede,Baie Dankie,Rede,Redelik,F,Rede is Redelik
rede ,Baie Dankie,Rede,Redelik,F,
 rede,Baie Dankie,Rede,Redelik,F,
Redelik ,Baie Dankie,Rede,Redelik,F,
 Renn,Noha,Renn,Rennes,F,
Renn ,Noha,Renn,Rennes,F,
Regi ,Noha,Regi,Regina,F,
Reg ,Noha,Regi,Regina,F,
Regina,Noha,Regi,Regina,F,
Ren ,Noha,Ren,Reno,M,
Reno,Noha,Ren,Reno,M,
Renn. ,Noha,Renn,Rennes,F,
Rennes ,Noha,Renn,Rennes,F,
Reva ,Noha,Reva,Reva,F,
Reva.,Noha,Reva,Reva,F,
Rev ,Noha,Rev,Revdanda,M,
Revd,Noha,Rev,Revdanda,M,
Revdanda,Noha,Rev,Revdanda,M,
Baby Renn 2017,Noha,Rev,Revdanda,M,
 Reva,Noha,Reva,Reva,F,
Rhe ,Noha,Rhe,Rheban,M,
Rheb,Noha,Rhe,Rheban,M,
Rheban,Noha,Rhe,Rheban,M,
Baby Reva 2019 ,Noha,Baby Reva 2019,,,
baby Reva 2019,Noha,Baby Reva 2019,,,
Reva  ,Noha,Reva,Reva,F,
reva,Noha,Reva,Reva,F,
Rey ,Noha,Rey,Reykjavik,M,
Reykjavik,Noha,Rey,Reykjavik,M,
rey,Noha,Rey,Reykjavik,M,
rhe,Baie Dankie,Rhe,Rheban,M,
rheban,Baie Dankie,Rhe,Rheban,M,
Rh,Baie Dankie,Rhe,Rheban,M,
Rheban,Baie Dankie,Rhe,Rheban,M,
Ri,Noha,,,,Rio or Richard?
Rio ,Noha,Rio,Rio,M,
Ris,Baie Dankie,Riss,Rissiepit,F,
Ris ,Baie Dankie,Riss,Rissiepit,F,Riss is the good one!
 Riss,Baie Dankie,Riss,Rissiepit,F,
Riss.,Baie Dankie,Riss,Rissiepit,,
SF1,Baie Dankie,Riss,Rissiepit,F,
Ris,Baie Dankie,Riss,Rissiepit,F,
Ris ,Baie Dankie,Riss,Rissiepit,F,
 Riss,Baie Dankie,Riss,Rissiepit,F,
Riss ,Baie Dankie,Riss,Rissiepit,F,
Riya,Noha,Riy,Riyadh,M,
Riyadh,Noha,Riy,Riyadh,M,
Riy ,Noha,Riy,Riyadh,M,
Ro,Baie Dankie,,,,Robin/Rooikat/Roslin?
Rom,Noha,Roma,Roma,F,
Rom ,Noha,Roma,Roma,F,
Roma.,Noha,Roma,Roma,F,
 Roma,Noha,Roma,Roma,F,
roma,Noha,Roma,Roma,F,
Roma ,Noha,Roma,Roma,F,
 Roo,Baie Dankie,Roo,Rooikat,M,
Roo ,Baie Dankie,Roo,Rooikat,M,
Ru,Baie Dankie,,,,Rupert/Rusk?
Ru ,Baie Dankie,,,,Rupert/Rusk?
 Safa,Baie Dankie,Safa,Safari,F,
Safa ,Baie Dankie,Safa,Safari,F,
Baby Snor 2015 ,Baie Dankie,Baby Snor 2015,Baby Snor 2015,unk,
baby Snor 2015,Baie Dankie,Baby Snor 2015,Baby Snor 2015,unk,
Skem ,Baie Dankie,Skem,Skem,F,
Ske,Baie Dankie,Skem,Skem,F,
 Safari ,Baie Dankie,Safa,Safari,F,Safari is Safa
Safari ,Baie Dankie,Safa,Safari,F,Safari is Safa
Sie,Baie Dankie,Siel,Siele,F,Siel
siel ,Baie Dankie,Siel,Siele,F,Siel
siel,Baie Dankie,Siel,Siele,F,Siel
 Siel ,Baie Dankie,Siel,Siele,F,
 Siel,Baie Dankie,Siel,Siele,F,
Siel ,Baie Dankie,Siel,Siele,F,
Sno,Baie Dankie,Snor,Snorretjie,F,
 Snor,Baie Dankie,Snor,Snorretjie,F,Snor
Son,Baie Dankie,Snor,Snorretjie,F,Snor
Sno ,Baie Dankie,Snor,Snorretjie,F,Snor
Snor ,Baie Dankie,Snor,Snorretjie,F,Snor
Sno,Baie Dankie,Snor,Snorretjie,F,Snor
snor,Baie Dankie,Snor,Snorretjie,F,Snor
Soc ,Baie Dankie,Soc,Socotora,M,
Soc ,Baie Dankie,Soc,Socotora,M,"Socotora's first group was Crossing, but when he was identified and named there was not way to register in the palm, therefore there is no data going as back as that, but his first group Crossing, second group BD"
socotora,Baie Dankie,Soc,Socotora,M,
Socotora,Baie Dankie,Soc,Socotora,M,
sp,Baie Dankie,Spo,Spook,,
Sp,Baie Dankie,Spo,Spook,,
 Spo,Baie Dankie,Spo,Spook,,
Spo ,Baie Dankie,Spo,Spook,,"Spook was male from BD migrating later into Crossing, Spo"
Sty ,Noha,Sty,Styx (Little Evil),M,
Sty ,Noha,Sty,Styx (Little Evil),M,
Sty (LEvil),Noha,Sty,Styx (Little Evil),M,
Sty (Little Evil),Noha,Sty,Styx (Little Evil),M,
Ta,Noha,Tal,Talinn,M,or Tasmania(U)
Talinn,Noha,Tal,Talinn,M,
Tal ,Noha,Tal,Talinn,M,
Ti,Noha,Tir,Tirroan,M,
Tip ,Baie Dankie,Tipi,Tipies,F,
Tip,Baie Dankie,Tipi,Tipies,F,
Tir ,Noha,Tir,Tirroan,M,
Tir.,Noha,Tir,Tirroan,M,
To,Noha,,,,Toronto or Toulouse
To ,Noha,,,,Toronto or Toulouse
Tor ,Baie Dankie,Tor,Toronto,M,
 Tor,Baie Dankie,Tor,Toronto,M,
Toronto,Baie Dankie,Tor,Toronto,M,
Torr,Noha,,,,Toronto?
Baby Troi 2015 ,Noha,Baby Troi 2015,Baby Troi 2015,,
baby Troi 2015,Noha,Baby Troi 2015,Baby Troi 2015,,
Toulouse,Noha,Tou,Toulouse,M,
Tou ,Noha,Tou,Toulouse,M,
Tro,Noha,Troi,Troia,F,
Troia,Noha,Troi,Troia,F,
 Troi,Noha,Troi,Troia,F,
Troi.,Noha,Troi,Troia,F,
Tor ,Noha,Tor,Tor,M,
Toronto,Noha,Tor,Tor,M,
Tun ,Noha,Tuin,Tunis,M,
Tunis,Noha,Tun,Tunis,M,
Troia ,Noha,Troi,Troia,F,
Troi ,Noha,Troi,Troia,F,
twe,Noha,Twe,,,
 Twe,Noha,Twe,Tweed (Fluffy),M,
Twe ,Noha,Twe,Tweed (Fluffy),M,
Twe (Fluffy),Noha,Twe,Tweed (Fluffy),M,
Ubu ,Baie Dankie,Ubu,Ububhibhi,M,
 ubu,Baie Dankie,Ubu,Ububhibhi,M,
ubu ,Baie Dankie,Ubu,Ububhibhi,M,
ubu,Baie Dankie,Ubu,Ububhibhi,M,
Uji ,Noha,Uji,Uji,M,
Uji ,Noha,Uji,Uji,M,
Ul,Noha,,,,Ulaanbaatar/Ulundi?
Ul.,Noha,,,,Ulaanbaatar/Ulundi?
Ula ,Noha,Ula,Ulaanbaatar,,
Ulan,Noha,Ula,Ulaanbaatar,,
Ulsa,Noha,Uls,Ulsan,M,
Uls ,Noha,Uls,Ulsan,M,
Ula.,Noha,Ula,Ulaanbaatar,,
ula.,Noha,Ula,,,
Baby Upps 2012 ,Noha,Baby Upps 2012,Baby Upps 2012,,
baby Upps 2012,Noha,Baby Upps 2012,Baby Upps 2012,,
Ulundi,Noha,Ulu,Ulundi,M,
Ulu ,Noha,Ulu,Ulundi,M,
umt,Noha,Umt,Umtata,,
Umt ,Noha,Umt,Umtata,M,
Unk male (Au/Ch),Noha,,,,
Unknown ½new? male,Baie Dankie,,,,
Unknown Male - 2nd new Vo7.,Baie Dankie,,,,
Unknown Male - Milano?,Baie Dankie,,,,
Unknown male 'downlip',Baie Dankie,,,,
Unknown new male,Baie Dankie,,,,
Unknown New male,Baie Dankie,,,,
Unknown 'new' male,Baie Dankie,,,,
Upp,Noha,Upps,Uppsala,F,
Upp ,Noha,Upps,Uppsala,F,
upps,Noha,Upps,Uppsala,F,
Ups,Noha,Upps,Uppsala,F,
 Upps,Noha,Upps,Uppsala,F,
Upps ,Noha,Upps,Uppsala,F,
Va,Baie Dankie,,,,Vakie(M) or Vance(M) Or Vancouver(U)?
 Vak,Baie Dankie,Vak,Vakie,M,
 vak,Baie Dankie,Vak,Vakie,M,
vak ,Baie Dankie,Vak,Vakie,M,
vak,Baie Dankie,Vak,Vakie,M,
Vak ,Baie Dankie,Vak,Vakie,M,
Vro,Baie Dankie,Vrou,Vroutjie,F,
Vroutjie,Baie Dankie,Vrou,Vroutjie,F,should be Vrou
Vrou ,Baie Dankie,Vrou,Vroutjie,F,
Vro ,Baie Dankie,Vrou,Vroutjie,F,should be Vrou
Vu,Baie Dankie,Vul,Vulkaan,M,
VulRt,Baie Dankie,Vul,Vulkaan,M,
 Vul,Baie Dankie,Vul,Vulkaan,M,fine yes vul
Vulk,Baie Dankie,Vul,Vulkaan,M,
Vul ,Baie Dankie,Vul,Vulkaan,M,fine yes vul
Watn ,Baie Dankie,Watn,Watnou,F,
Wat,Baie Dankie,Watn,Watnou,F,
Wie ,Baie Dankie,Wiet,Wietnie,F,Wierdo(F) or Wietnie(F)
Wiet ,Baie Dankie,Wiet,Wietnie,F,
Baby Wiet 2013 ,Baie Dankie,Baby Wiet 2013,Baby Wiet 2013,,
Baby wiet 2013,Baie Dankie,Baby Wiet 2013,Baby Wiet 2013,,
Wietnie,Baie Dankie,Wiet,Wietnie,F,Wierdo(F) or Wietnie(F)
Wie,Baie Dankie,Wiet,Wietnie,F,Wierdo(F) or Wietnie(F)
Wolfie,Baie Dankie,Wol,Wolfie,M,
Wol ,Baie Dankie,Wol,Wolfie,M,
 Wol,Baie Dankie,Wol,Wolfie,M,Wolfie's fist and natal group is BD and then second group only AK
Wu,Baie Dankie,Wur,Wurm,M,
Wurm,Baie Dankie,Wur,Wurm,M,
 Wurm,Baie Dankie,Wur,Wurm,M,
 Wur,Baie Dankie,Wur,Wurm,M,
wurm,Baie Dankie,Wur,Wurm,M,
Wur ,Baie Dankie,Wur,Wurm,M,
xai,Noha,Xaix,Xai-Xai,F,there is a male Xai in life history
Xai,Noha,Xaix,Xai-Xai,F,there is a male Xai in life history
Xai-Xai,Noha,Xaix,Xai-Xai,F,there is a male Xai in life history
Xai-Xai ,Noha,Xaix,Xai-Xai,F,
Xai-Xai.,Noha,Xaix,Xai-Xai,F,
 Xai-Xai,Noha,Xaix,Xai-Xai,F,
xai-Xai,Noha,Xaix,Xai-Xai,F,
Xaix ,Noha,Xaix,Xai-Xai,F,
Xal ,Noha,Xal,Xaltepec,M,
Xaltepec,Noha,Xal,Xaltepec,M,
Baby Xala 2018 ,Noha,Baby Xala 2018,Baby Xala 2018,,
baby Xala 2018,Noha,Baby Xala 2018,Baby Xala 2018,,
Baby Xala 2019 ,Noha,Baby Xala 2019,Baby Xala 2019,,
baby Xala 2019,Noha,Baby Xala 2019,Baby Xala 2019,,
Xala ,Noha,Xala,Xalapa,F,
Xin ,Noha,Xin,Xinji,M,
Xinpu,Noha,Xinp,Xinpu,F,
Xinp ,Noha,Xinp,Xinpu,F,
Xinji,Noha,Xin,Xinji,M,
Baby Xian 2019 ,Noha,Baby Xian 2019,Baby Xian 2019,,
baby Xian 2019,Noha,Baby Xian 2019,Baby Xian 2019,,
Xiny ,Noha,Xiny,Xinyi,F,
Xinyi,Noha,Xiny,Xinyi,F,
Xiny  ,Noha,Xiny,Xinyi,F,
Xala.,Noha,Xala,Xalapa,F,
 Xala,Noha,Xala,Xalapa,F,
Xalapa ,Noha,Xala,Xalapa,F,
Xe,Noha,Xer,Xeres,M,
Xere,Noha,Xer,Xeres,M,
Xeres,Noha,Xer,Xeres,M,
Xer ,Noha,Xer,Xeres,M,
xia,Noha,Xian,Xian,F,there is a Xiashan in life history
Xia,Noha,Xian,Xian,F,there is a Xiashan in life history
Xian ,Noha,Xian,Xian,F,
Xo,Noha,Xox,Xoxocotla,M,
