bad_name,main_group,good_name,full_name,sex,notes
Xoxocotla,Noha,Xox,Xoxocotla,M,
Xox ,Noha,Xox,Xoxocotla,M,
 Yaou,Noha,Yaou,Yaounde,F,
Yao,Noha,Yaou,Yaounde,F,
Baby Yaou 2014 ,Noha,Baby Yaou 2014,Baby Yaou 2014,,
baby Yaou 2014,Noha,Baby Yaou 2014,Baby Yaou 2014,,
Yaounde,Noha,Yaou,Yaounde,F,
Yaou ,Noha,Yaou,Yaounde,F,
Yoo ,Noha,Yoog,Yoogali,F,
Yooga,Noha,Yoog,Yoogali,F,
Yoogali,Noha,Yoog,Yoogali,F,
Yoog ,Noha,Yoog,Yoogali,F,
Zhu,Noha,Zhu,Zhukovsky,M,
Zhuk,Noha,Zhu,Zhukovsky,M,
Zhukovsky,Noha,Zhu,Zhukovsky,M,
Zhu.,Noha,Zhu,Zhukovsky,M,
Zan ,Noha,Zan,Zanzibar,M,Zanzibar(M) or Zankara(F)
Zanzibar ,Noha,Zan,Zanzibar,M,
Zar,Noha,Zara,Zara,F,
Zar ,Noha,Zara,Zara,F,
 Zara ,Noha,Zara,Zara,F,
Zara ,Noha,Zara,Zara,F,
 Zara,Noha,Zara,Zara,F,
Ze,Noha,Zee,Zeerust,M,
Zeer,Noha,Zee,Zeerust,M,
Zee ,Noha,Zee,Zeerust,M,
zi,Noha,Zio,Zion,M,Zink(U) or Zion(M)
Zi,Noha,Zio,Zion,M,Zink(U) or Zion(M)
Zi.,Noha,Zio,Zion,M,Zink(U) or Zion(M)
Zio ,Noha,Zio,Zion,M,
Zion,Noha,Zio,Zion,M,
Danube,Noha,Dan,Danube,M,
Dan ,Kubu,Dan,Danube,M,
 Dan,Kubu,Dan,Danube,M,
Dan ,Noha,Dan,Danube,M,
 Dan,Noha,Dan,Danube,M,
Zu,Noha,Zur,Zurich,M,
Zhen,Noha,Zhe,Zhengzhou,M,
Zhengzhou,Noha,Zhe,Zhengzhou,M,
Zhe ,Noha,Zhe,Zhengzhou,M,
Zur ,Noha,Zur,Zurich,M,
Zu ,Noha,Zur,Zurich,M,
 Zur,Baie Dankie,Zur,Zurich,M,
Zur ,Baie Dankie,Zur,Zurich,M,
Zurich,Baie Dankie,Zur,Zurich,M,zur
Selenge,Kubu,Sel,Selenge,M,
Little Z,Kubu,Little Z,Little Z,M,
Pikito,Kubu,Pik,Pikito,M,
Danube,Kubu,Dan,Danube,M,
Nil,Kubu,Nil,Nil,M,
Uvac,Kubu,Uva,Uvac,M,
Ooo,Kubu,Ooo,Ooo,M,
Medjerda,Kubu,Med,Medjerda,M,
Tanganika,Kubu,Tang,Tanganika,F,
Yenissei,Kubu,Yeni,Yenissei,F,
Amazon,Kubu,Amaz,Amazon,F,
Jucar,Kubu,Zeia,Zeia,F,
Zeia (Jucar),Kubu,Zeia,Zeia,F,
zeia ,Kubu,Zeia,Zeia,F,
 Zeia ,Kubu,Zeia,Zeia,F,
Jucar ,Kubu,Zeia,Zeia,F,
Baby Zeia 2015 ,Kubu,Baby Zeia 2015,Baby Zeia 2015,,
baby Zeia 2015,Kubu,Baby Zeia 2015,Baby Zeia 2015,,
Zeia.,Kubu,Zeia,Zeia,F,
Zeia ,Kubu,Zeia,Zeia,F,
Double spot,Kubu,DoubleSpot,Double spot,M,
Styx,Kubu,Sty,Styx,M,
Pearl (little almond),Kubu,Pear,Pearl (little almond),F,
Pearl (Little almond),Kubu,Pear,Pearl (little almond),F,
Little Almond,Kubu,Pear,Pearl (little almond),F,
Little almond,Kubu,Pear,Pearl (little almond),F,
Pearl,Kubu,Pear,Pearl (little almond),F,
pear,Kubu,Pear,Pearl (little almond),F,
LAlmond,Kubu,Pear,Pearl (little almond),F,
 Pear,Kubu,Pear,Pearl (little almond),F,
Baby Little Almond 2015,Kubu,Baby Pear 2015,Baby Pearl 2015,,
Baby Little almond 2015,Kubu,Baby Pear 2015,Baby Pearl 2015,,
Pear ,Kubu,Pear,Pearl (little almond),F,
Tweed (Fluffy),Kubu,Twe,Tweed (Fluffy),J,
Tweed,Kubu,Twe,Tweed (Fluffy),J,
Double Spot,Kubu,DoubleSpot,Double spot,M,
Tuge,Kubu,Tug,Tugela,J,
Tug ,Kubu,Tug,Tugela,J,
Tugela,Kubu,Tug,Tugela,J,
Zam ,Kubu,Zam,Zambezi,M,
Zambezi,Kubu,Zam,Zambezi,M,
Nessie,Kubu,Ness,Nessie,F,
Amur.,Kubu,Amur,Amur,F,
 Amur ,Kubu,Amur,Amur,F,
Amu,Kubu,Amur,Amur,F,
Amur ,Kubu,Amur,Amur,F,
 Aare,Kubu,Aare,Aare,F,
Aare ,Kubu,Aare,Aare,F,
Yalu  ,Kubu,Yalu,Yalu,F,
Zair ,Kubu,Zair,Zaire,F,
Zaire,Kubu,Zair,Zaire,F,
Moon ,Kubu,Moon,Moonie,F,
Moo,Kubu,Moon,Moonie,F,
Moonie,Kubu,Moon,Moonie,F,
Mis ,Kubu,Mis,Mississipi,M,
Mokc ,Kubu,Mock,Mokcha,F,
Mokcha,Kubu,Mock,Mokcha,F,
Miss,Kubu,Mis,Mississipi,M,
Mississipi,Kubu,Mis,Mississipi,M,
Yan ,Kubu,Yan,Yangtze,M,
Yang,Kubu,Yan,Yangtze,M,
Yangtze,Kubu,Yan,Yangtze,M,
Avon (Appy),Kubu,Avo,Avon (Appy),M,
Avo (Appy),Kubu,Avo,Avon (Appy),M,
Appy,Kubu,Avo,Avon (Appy),M,
Amgoun,Kubu,Amg,Amgoun,M,
Amg ,Kubu,Amg,Amgoun,M,
Baby Amur 2015 ,Kubu,Baby Amur 2015,Baby Amur 2015,,
baby Amur 2015,Kubu,Baby Amur 2015,Baby Amur 2015,,
Baby Amur 2016 ,Kubu,Baby Amur 2016,Baby Amur 2016,,
baby Amur 2016,Kubu,Baby Amur 2016,Baby Amur 2016,,
Baby Amur 2018 ,Kubu,Baby Amur 2018,Baby Amur 2018,,
Aara ,Kubu,Aara,Aaragon,F,
Aar ,Kubu,Aara,Aaragon,F,
Aaragon,Kubu,Aara,Aaragon,F,
Baby Amur 2018 ,Kubu,Baby Amur 2018,Baby Amur 2018,,
Ath ,Kubu,Ath,Athabasca,M,
Athabasca,Kubu,Ath,Athabasca,M,
Baby Aare 2015 ,Kubu,Baby Aare 2015,Baby Aare 2015,,
baby Aare 2015,Kubu,Baby Aare 2015,Baby Aare 2015,,
Avon,Kubu,Avo,Avon (Appy),M,
Avo ,Kubu,Avo,Avon (Appy),M,
Zink ,Kubu,Zink,Zinkwazi,F,
Zinkwazi,Kubu,Zink,Zinkwazi,F,
Zank ,Kubu,Zank,Zankara,F,
Zankara,Kubu,Zank,Zankara,F,
Arn ,Kubu,Arn,Arno,M,
Arno ,Kubu,Arn,Arno,M,
Arno,Kubu,Arn,Arno,M,
Mal ,Kubu,Mal,Malawi,M,
Malawi,Kubu,Mal,Malawi,M,
Zinkwazi,Kubu,Zin,Zinkwazi,M,
New male  ,Baie Dankie,New male,New Male,M,
New male ,Kubu,New male,New male,M,
Thames,Kubu,Tha,Tha,M,
Liffey,Kubu,Lif,Liffey,M,
Colorado,Kubu,Col,Colorado,M,
Atitlan,Kubu,Ati,Atitlan,M,
Baby Ness 2015,Kubu,Baby Ness 2015,Baby Ness 2015,F,
Aara,Kubu,Aare,Aare,F,
 Aare ,Kubu,Aare,Aare,F,
Aar,Kubu,Aare,Aare,F,
aare,Kubu,Aare,Aare,F,
Baby Aare 2015,Kubu,Baby Aare 2015,Baby Aare 2015,M,
Baby Pearl 2015,Kubu,Baby Pear 2015,Baby Pear 2015,unk,
Baby Rox 2011 ,Lemon Tree,Baby Rox 2011,Baby Rox 2011,unk,
Baby Cami 2011 ,Lemon Tree,Baby Cami 2011,Baby Cami 2011,unk,
Baby Dian 2012,Lemon Tree,Deli,Baby Dian 2012,F,
Baby Cami 2012,Lemon Tree,Col,Baby Cami 2011,unk,
Baby Vict 2012,Lemon Tree,Vale,Valerie,F,
Baby Vict 2013,Lemon Tree,Van,Vance,F,
Baby Vict 2011,Lemon Tree,Vin,Vance,F,
Baby Dian 2011,Lemon Tree,Digb,Digby,F,
Baby Dian 2012,Lemon Tree,Deli,Delilah (Rainbow),F,
Byr ,Lemon Tree,Byr,Byron (Mini-Elton/SMC),M,
Andrew,Lemon Tree,And,Andrew,M,
 And,Lemon Tree,And,Andrew,M,
And ,Lemon Tree,And,Andrew,M,
Jac ,Lemon Tree,Jac,Little Jackie (Jackie),M,
 Jac,Lemon Tree,Jac,Little Jackie (Jackie),M,
 JD,Lemon Tree,Jac,Little Jackie (Jackie),M,
JD,Lemon Tree,Jac,Little Jackie (Jackie),M,
JD ,Lemon Tree,Jac,Little Jackie (Jackie),M,
 Little Jackie,Lemon Tree,Jac,Little Jackie (Jackie),M,
Little Jackie,Lemon Tree,Jac,Little Jackie (Jackie),M,
 Cha,Lemon Tree,Cha,Charles (Little Charles/JB),M,
JB,Lemon Tree,Cha,Charles (Little Charles/JB),M,
JB ,Lemon Tree,Cha,Charles (Little Charles/JB),M,
Cha ,Lemon Tree,Cha,Charles (Little Charles/JB),M,
Little Charles,Lemon Tree,Cha,Charles (Little Charles/JB),M,
Ham ,Lemon Tree,Ham,Hamlet,M,
 Qui,Lemon Tree,Qui,Quito,M,
Qui ,Lemon Tree,Qui,Quito,M,
 New,Lemon Tree,New,Newton,M,
New ,Lemon Tree,New,Newton,M,
Gel ,Lemon Tree,Gel,Gelosi,M,
Shakespeare,Lemon Tree,Sha,Shakespeare,M,
Sha ,Lemon Tree,Sha,Shakespeare,M,
Edward,Lemon Tree,Edw,Edward,M,
Edw ,Lemon Tree,Edw,Edward,M,
Sha ,Lemon Tree,Sha,Shakespeare,M,
Gelosi,Lemon Tree,Gel,Gelosi,M,
 Gel,Lemon Tree,Gel,Gelosi,M,
Gel ,Lemon Tree,Gel,Gelosi,M,
Voldemort,Lemon Tree,Vol,Voldemort,M,
Vol ,Lemon Tree,Vol,Voldemort,M,
 Mfo,Lemon Tree,Mfo,Mfolozi,M,
Mfo ,Lemon Tree,Mfo,Mfolozi,M,
Dow ,Lemon Tree,Dow,Donwnlip,M,
Dian ,Lemon Tree,Dian,Diana,F,
Ind ,Lemon Tree,Indi,India,F,
Liz,Lemon Tree,Lizz,Lizz,F,
Liz ,Lemon Tree,Lizz,Lizz,F,
Lizz ,Lemon Tree,Lizz,Lizz,F,
Roxanne,Lemon Tree,Roxa,Roxanne,F,
Roxa ,Lemon Tree,Roxa,Roxanne,F,
Rox,Lemon Tree,Roxa,Roxanne,F,
Diana ,Lemon Tree,Diana,Diana,F,
Ind,Lemon Tree,Indi,India,,
 India,Lemon Tree,Indi,India,F,
Indi ,Lemon Tree,Indi,India,F,
India ,Lemon Tree,Indi,India,F,
India  ,Lemon Tree,Indi,India,F,
Diana  ,Lemon Tree,Diana,Diana,F,
Nala  ,Lemon Tree,Nala,Nala,F,
 Nala ,Lemon Tree,Nala,Nala,F,
Nala ,Lemon Tree,Nala,Nala,F,
 Vict,Lemon Tree,Vict,Victoria,F,
Camilla,Lemon Tree,Cami,Camilla,F,
Camilla ,Lemon Tree,Cami,Camilla,F,
Cami  ,Lemon Tree,Cami,Camilla,F,
Cami ,Lemon Tree,Cami,Camilla,F,
 Cami,Lemon Tree,Cami,Camilla,F,
Jenn ,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Old Camilla,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Suzy ,Lemon Tree,Suzy,Suzy,F,
Suz,Lemon Tree,Suzy,Suzy,F,
Kaya  ,Lemon Tree,Kaya,Kaya,F,
kaya ,Lemon Tree,Kaya,Kaya,F,
kaya,Lemon Tree,Kaya,Kaya,F,
Kaya ,Lemon Tree,Kaya,Kaya,F,
Emma ,Lemon Tree,Emma,Emma,F,
Oliver,Lemon Tree,Oli,Oliver,M,
 Oli,Lemon Tree,Oli,Oliver,M,
Oli ,Lemon Tree,Oli,Oliver,M,
Smas,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
Smashy,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
Mercury,,,,,
Mer,,,,,
 Mer,,,,,
mer,,,,,
mou,,,,,
JG,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
JG ,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
Mous,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
 Mou,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
mou ,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
Mou ,Lemon Tree,Mou,"Mousse (JG, Mercury)",M,
Merlin,Lemon Tree,Mer,"Merlin (Little merlin, JF)",M,
 Mer,Lemon Tree,Mer,"Merlin (Little merlin, JF)",M,
Little Merlin ,Lemon Tree,Mer,"Merlin (Little merlin, JF)",M,
Little Merlin,Lemon Tree,Mer,"Merlin (Little merlin, JF)",M,
Mer ,Lemon Tree,Mer,"Merlin (Little merlin, JF)",M,
Bush ,Lemon Tree,Bush,Bushy,F,
 Bush,Lemon Tree,Bush,Bushy,F,
Bus,Lemon Tree,Bush,Bushy,F,
F10 ,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Little Jackie ,Lemon Tree,Jac,Little Jackie (Jackie),M,
Ljack,Lemon Tree,LJack,"Little Jackie (Jackie, JD)",M,
Ljack ,Lemon Tree,LJack,"Little Jackie (Jackie, JD)",M,
Darwin,Lemon Tree,Dar,Darwin (Zazoo),M,
 Dar,Lemon Tree,Dar,Darwin (Zazoo),M,
 Zaz,Lemon Tree,Dar,Darwin (Zazoo),M,
Zaz,Lemon Tree,Dar,Darwin (Zazoo),M,
Zaz ,Lemon Tree,Dar,Darwin (Zazoo),M,
Dar ,Lemon Tree,Dar,Darwin (Zazoo),M,
Laurel,Lemon Tree,Laur,Laurel,F,
Laur  ,Lemon Tree,Laur,Laurel,F,
Laur ,Lemon Tree,Laur,Laurel,F,
Roslin,Noha,Rosl,Roslin,F,
Ros ,Noha,Rosl,Roslin,F,
Ros,Noha,Rosl,Roslin,F,
Dari,Lemon Tree,Rose,Rose Mary (Daria),F,
Daria,Lemon Tree,Rose,Rose Mary (Daria),F,
Rose Mary,Lemon Tree,Rose,Rose Mary (Daria),F,
 Dari,Lemon Tree,Rose,Rose Mary (Daria),F,
 Rose,Lemon Tree,Rose,Rose Mary (Daria),F,
Rose ,Lemon Tree,Rose,Rose Mary (Daria),F,
vin,Lemon Tree,Vin,Vincent,M,
vin ,Lemon Tree,Vin,Vincent,M,
Vin ,Lemon Tree,Vin,Vincent,M,
 Vin,Lemon Tree,Vin,Vincent (Darkface),M,
Shit,Lemon Tree,Shi,Shitface,M,
 Shi ,Lemon Tree,Shi,Shitface,M,
Shitface,Lemon Tree,Shi,Shitface,M,
Shi ,Lemon Tree,Shi,Shitface,M,
Digby,Lemon Tree,Digb,Digby (Rhiannon),F,
 Digb,Lemon Tree,Digb,Digby (Rhiannon),F,
Rhia,Lemon Tree,Digb,Digby (Rhiannon),F,
 Rhia,Lemon Tree,Digb,Digby (Rhiannon),F,
Rhia ,Lemon Tree,Digb,Digby (Rhiannon),F,
Rhiannon,Lemon Tree,Digb,Digby (Rhiannon),F,
Digb ,Lemon Tree,Digb,Digby (Rhiannon),F,
Noah,Lemon Tree,Noa,Noah,M,
 Noa,Lemon Tree,Noa,Noah,M,
Noa ,Lemon Tree,Noa,Noah,M,
Lenn,Lemon Tree,Len,Lennon,M,
Len ,Lemon Tree,Len,Lennon,M,
Deli ,Lemon Tree,Deli,Delilah (Rainbow),F,
 Rain,Lemon Tree,Deli,Delilah (Rainbow),F,
Rain ,Lemon Tree,Deli,Delilah (Rainbow),F,
 Deli,Lemon Tree,Deli,Delilah (Rainbow),F,
deli,Lemon Tree,Deli,Delilah (Rainbow),F,
Rainbow,Lemon Tree,Deli,Delilah (Rainbow),F,
 Ruby,Lemon Tree,Ruby,Ruby,F,
ruby ,Lemon Tree,Ruby,Ruby,F,
Ruby ,Lemon Tree,Ruby,Ruby,F,
Col ,Lemon Tree,Col,Collin (Imposter),M,
Valerie,Lemon Tree,Vale,Valerie (Squishy),F,
Valerie ,Lemon Tree,Vale,Valerie (Squishy),F,
 Val,Lemon Tree,Vale,Valerie (Squishy),F,
Squishy,Lemon Tree,Vale,Valerie (Squishy),F,
Squi,Lemon Tree,Vale,Valerie (Squishy),F,
Squi ,Lemon Tree,Vale,Valerie (Squishy),F,
 Squi,Lemon Tree,Vale,Valerie (Squishy),F,
vale,Lemon Tree,Vale,Valerie (Squishy),F,
Vale ,Lemon Tree,Vale,Valerie (Squishy),F,
 Col,Lemon Tree,Col,Collin (Imposter),M,
Collin,Lemon Tree,Col,Collin (Imposter),M,
Col.,Lemon Tree,Col,Collin (Imposter),M,
Imposter,Lemon Tree,Col,Collin (Imposter),M,
Lennon Imposter,Lemon Tree,Col,Collin (Imposter),M,
 Imp,Lemon Tree,Col,Collin (Imposter),M,
Imp ,Lemon Tree,Col,Collin (Imposter),M,
Halfy,Lemon Tree,Hal,Halfy,M,
 Hal,Lemon Tree,Hal,Halfy,M,
hal,Lemon Tree,Hal,Halfy,M,
Hal.,Lemon Tree,Hal,Halfy,M,
Hal ,Lemon Tree,Hal,Halfy,M,
 Emma,Lemon Tree,Emma,Emma,F,
Emma.,Lemon Tree,Emma,Emma,F,
Emm,Lemon Tree,Emma,Emma,F,
Baby Emma 2012 ,Lemon Tree,Baby Emma 2012,Baby Emma 2012,M,
Daisy,Lemon Tree,Dais,Daisy,F,
Dais ,Lemon Tree,Dais,Daisy,F,
Iggy ,Lemon Tree,Iggy,Iggy,F,
 Iggy,Lemon Tree,Iggy,Iggy,F,
Igg,Lemon Tree,Iggy,Iggy,F,
Igg ,Lemon Tree,Iggy,Iggy,F,
Iggl,Lemon Tree,Iggy,Iggy,F,
Lia ,Lemon Tree,Lia,Liam (same ind as Joe),M,
 Van,Lemon Tree,Van,Vance,M,
Vanc,Lemon Tree,Van,Vance,M,
Van ,Lemon Tree,Van,Vance,M,
Liam,Lemon Tree,Lia,Liam (same ind as Joe),M,
 Lia,Lemon Tree,Lia,Liam (same ind as Joe),M,
 Joe,Lemon Tree,Joe,Joe (same ind as Liam),M,
Joe ,Lemon Tree,Joe,Joe (same ind as Liam),M,
Kenn,Lemon Tree,Ken,Kenneth (same as Joe before?,M,
 Ken,Lemon Tree,Ken,Kenneth (same as Joe before?,M,
Ken ,Lemon Tree,Ken,Kenneth (same as Joe before?,M,
Gro ,Lemon Tree,Gro,Grote (JI),M,
JI,Lemon Tree,Gro,Grote (JI),M,
Ada ,Lemon Tree,Ada,Adam (uplip),M,
 Daen,Lemon Tree,Daen,Daenerys,F,
Dae,Lemon Tree,Daen,Daenerys,F,
Daen ,Lemon Tree,Daen,Daenerys,F,
Suz ,Lemon Tree,Suzy,Suzy,F,
Baby Suzy 2014 ,Lemon Tree,Baby Suzy 2014,Baby Suzy 2014,unk,
Rupp,Lemon Tree,Rup,Rupert,M,
 Rup,Lemon Tree,Rup,Rupert,M,
Rup ,Lemon Tree,Rup,Rupert,M,
Jenn ,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Jenn  ,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
 Jenn,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Jenny,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Jenny ,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Old Camilla  ,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Old Camilla  ,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Margrit,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Marg,Lemon Tree,Jenn,"Jenny (Margrit, Oid Camilla)",F,
Baby Jenny 2014 ,Lemon Tree,Baby Jenny 2014,Baby Jenny 2014,unk,
Kyl ,Lemon Tree,Kyl,Kyle,M,
Tere,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
 Tere,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Lefty ,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
 Left,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Left ,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Left,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Lefty ,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Tere ,Lemon Tree,F10,"F10 (Tere, Lefty)",F,
Baby F10 2014 ,Lemon Tree,Baby F10 2014,Baby F10 2014,unk,
Victoria ,Lemon Tree,Vict,Victoria,F,
Vict ,Lemon Tree,Vict,Victoria,F,
Victoria,Lemon Tree,Vict,Victoria,F,
Baby Victoria 2014 ,Lemon Tree,Baby Victoria 2014,Baby Victoria 2014,M,
Baby Nala 2014 ,Lemon Tree,Baby Nala 2014,Baby Nala 2014,M,
Baby Bushy 2014 ,Lemon Tree,Baby Bushy 2014,Baby Bushy 2014,unk,
Lanc ,Lemon Tree,Lanc,Lancey,F,
Bin ,Lemon Tree,Bin,Bingo,M,
Don ,Lemon Tree,Don,Donsig,M,
Mna ,Lemon Tree,Mna,Mnandi,M,
Wes ,Lemon Tree,Wes,Wesley,M,
Neg ,Lemon Tree,Neg,Negroni,M,
Dio ,Lemon Tree,Dio,Dion,M,
Lill ,Lemon Tree,Lill,Lilly,F,
Law ,Lemon Tree,Law,Lawrence,M,
Kate ,Lemon Tree,Kate,Kate,F,
Jane ,Lemon Tree,Jane,Jane,F,
Ric ,Lemon Tree,Ric,Richard,M,
Elt ,Ankhase,Elt,Elton,M,
Wol ,Ankhase,Wol,Wolfie,M,
Elt  ,Ankhase,Elt,Elton,M,
Qui ,Ankhase,Qui,Quito,M,
Yst ,Ankhase,Yst,Yster,M,
Ham ,Ankhase,Ham,Hamlet,M,
Fud ,Ankhase,Fud,Fudu,M,
Gaga.,Ankhase,Gaga,Gagasa,F,
Gag,Ankhase,Gaga,Gagasa,F,
Gaga ,Ankhase,Gaga,Gagasa,F,
Gha,Ankhase,Ghan,Ghangaan,F,
baby Ghan 2015 ,Ankhase,Baby Ghan 2015,Baby Ghan 2015,unk,
Baby Ghan 2015 ,Ankhase,Baby Ghan 2015,Baby Ghan 2015,unk,
 Ghan,Ankhase,Ghan,Ghangaan,F,
Ghan ,Ankhase,Ghan,Ghangaan,F,
Gov ,Ankhase,Gov,Govu,M,
Govu,Ankhase,Gov,Govu,M,
Govu ,Ankhase,Gov,Govu,M,
Govu.,Ankhase,Gov,Govu,M,
Giya,Ankhase,Giy,Giya,M,
Giya ,Ankhase,Giy,Giya,M,
Baby Gaga 2013 ,Ankhase,Baby Gaga 2013,Baby Gaga 2013,unk,
Baby Gaga 2015 ,Ankhase,Baby Gaga 2015,Baby Gaga 2015,unk,
Baby Hamb 2013 ,Ankhase,Baby Hamb,Baby Hamb,unk,
Baby hamb 2013,Ankhase,Baby Hamb,Baby Hamb,unk,
baby Hamb 2013,Ankhase,Baby Hamb,Baby Hamb,unk,
Hamba,Ankhase,Hamb,Hamba,F,
 Hamb,Ankhase,Hamb,Hamba,F,
Hamb ,Ankhase,Hamb,Hamba,F,
 Hlek,Ankhase,Hlek,Hleka,F,
Hleka,Ankhase,Hlek,Hleka,F,
Hlek ,Ankhase,Hlek,Hleka,F,
Nkos ,Ankhase,Nkos,Nkosikasi,F,
Isi,Ankhase,Isil,Isilonda,F,
 Isil,Ankhase,Isil,Isilonda,F,
Baby Isil 2015 ,Ankhase,Baby Isil 2015,Baby Isil 2015,unk,
Isil ,Ankhase,Isil,Isilonda,F,
isil,Ankhase,Isil,Isilonda,F,
Isil ,Ankhase,Isil,Isilonda,F,
Inhlanhla,Ankhase,Inhl,Inhlanhla,F,
 Inhl,Ankhase,Inhl,Inhlanhla,F,
Inh,Ankhase,Inhl,Inhlanhla,F,
Inhl ,Ankhase,Inhl,Inhlanhla,F,
Mamoo,Ankhase,Mamo,Mamoobi,F,
Moya ,Ankhase,Moya,Moya,F,
Moy,Ankhase,Moya,Moya,F,
Baby Mamo 2015 ,Ankhase,Baby Mamo 2015,Baby Mamo 2015,unk,
baby Mamo 2015,Ankhase,Baby Mamo 2015,Baby Mamo 2015,unk,
Mamo.,Ankhase,Mamo,Mamoobi,F,
Mamo ,Ankhase,Mamo,Mamoobi,F,
Mfol,Ankhase,Mfo,Mfolozi,M,
Mfo ,Ankhase,Mfo,Mfolozi,M,
Mpuk,Ankhase,Mpu,Mpukuvane,M,
Mpu ,Ankhase,Mpu,Mpukuvane,M,
Mnan,Ankhase,Mna,Mnandi,M,
Mna ,Ankhase,Mna,Mnandi,M,
 Gugu ,Ankhase,Gugu,Gugu,F,
Baby Gugu 2019 ,Ankhase,Baby Gugu 2019,Baby Gugu 2019,unknown,
Baby Gugu 2017 ,Ankhase,Baby Gugu 2017,Baby Gugu 2017,unknown,
 gugu ,Ankhase,Gugu,Gugu,F,
Ndo,Ankhase,Ndon,Ndonsa,F,
 Ndon,Ankhase,Ndon,Ndonsa,F,
Ndon ,Ankhase,Ndon,Ndonsa,F,
Ifu ,Ankhase,Ifu,Ifu,M,
Modj ,Ankhase,Modj,Modjadji,F,
Mod,Ankhase,Modj,Modjadji,F,
Mvu.,Ankhase,Mvu,Mvula,M,
Mvul,Ankhase,Mvu,Mvula,M,
Mvu ,Ankhase,Mvu,Mvula,M,
Hib ,Ankhase,Hib,Hibe,M,
Ubu ,Ankhase,Ubu,Ububhibhi,M,
Hwa ,Ankhase,Hwa,Hwahwaza,M,
Idw,Ankhase,Idwa,Idwala,F,
 Idwa,Ankhase,Idwa,Idwala,F,
baby Idwa 2015,Ankhase,Baby Idwa 2015,Baby Idwa 2015,unknown,
Baby Idwa 2015 ,Ankhase,Baby Idwa 2015,Baby Idwa 2015,unknown,
Idw,Ankhase,Idwa,Idwala,F,
Idwa ,Ankhase,Idwa,Idwala,F,
Gel,Ankhase,Gele,Geleza,F,
Gele.,Ankhase,Gele,Geleza,F,
Gel ,Ankhase,Gele,Geleza,F,
Gelosi,Ankhase,Gel,Gelosi,M,
Gelosi,Ankhase,Gel,Gelosi,M,
Godu ,Ankhase,Godu,Goduka,F,
Goduk,Ankhase,Godu,Goduka,F,
 Gele,Ankhase,Gele,Geleza,F,
Gele ,Ankhase,Gele,Geleza,F,
Ghoz,Ankhase,Gho,Ghozololo,M,
Gho ,Ankhase,Gho,Ghozololo,M,
Unw ,Ankhase,Unw,Unwabo,M,
Hol ,Ankhase,Hol,Hola,M,
hol ,Ankhase,Hol,Hola,M,
Hey ,Ankhase,Hey,Heyi,M,
Hlo ,Ankhase,Hlo,Hlokoloza,M,
Hlok,Ankhase,Hlo,Hlokoloza,M,
Hlebe,Ankhase,Hlo,Hlokoloza,M,
Nyon,Ankhase,Nyo,Nyoni,M,
Nyo ,Ankhase,Nyo,Nyoni,M,
Izul,Ankhase,Izu,Izulu,M,
Izu ,Ankhase,Izu,Izulu,M,
Mba ,Ankhase,Mba,Mbazwane,M,
Iji ,Ankhase,Iji,Ijinja,M,
Mun ,Ankhase,Mun,Mungunya,M,
Mung,Ankhase,Mun,Mungunya,M,
Ilon ,Ankhase,Ilon,Ilonga,F,
Ink,Ankhase,Inkw,Inkwazi,F,
Inkw ,Ankhase,Inkw,Inkwazi,F,
Mbil ,Ankhase,Mbil,Mbila,F,
Mbila,Ankhase,Mbil,Mbila,F,
Mbaz,Ankhase,Mba,Mbazwane,M,
Mba ,Ankhase,Mba,Mbazwane,M,
Kies,Ankhase,Kie,Kies,M,
Kie ,Ankhase,Kie,Kies,M,
Vol ,Ankhase,Vol,Voldemort,M,
Umz ,Ankhase,Umz,Umzali,M,
Ginq.,Ankhase,Ginq,Ginqinka,F,
